/home/iot/Self-Driving Robot//IMG1/Image_1702150610848175.jpg,0.0
/home/iot/Self-Driving Robot//IMG1/Image_1702150611797992.jpg,0.0
/home/iot/Self-Driving Robot//IMG1/Image_1702150612740498.jpg,0.0
/home/iot/Self-Driving Robot//IMG1/Image_1702150613688717.jpg,0.0
/home/iot/Self-Driving Robot//IMG1/Image_1702150614633854.jpg,1.0
/home/iot/Self-Driving Robot//IMG1/Image_1702150615574908.jpg,-1.0
/home/iot/Self-Driving Robot//IMG1/Image_1702150616526696.jpg,0.0
/home/iot/Self-Driving Robot//IMG1/Image_1702150617471027.jpg,0.0
/home/iot/Self-Driving Robot//IMG1/Image_170215061841477.jpg,0.0
/home/iot/Self-Driving Robot//IMG1/Image_1702150619359352.jpg,-0.98
/home/iot/Self-Driving Robot//IMG1/Image_1702150620302844.jpg,1.0
/home/iot/Self-Driving Robot//IMG1/Image_1702150621245514.jpg,0.0
/home/iot/Self-Driving Robot//IMG1/Image_1702150622190928.jpg,0.0
/home/iot/Self-Driving Robot//IMG1/Image_1702150623133759.jpg,0.0
/home/iot/Self-Driving Robot//IMG1/Image_1702150624072722.jpg,0.0
/home/iot/Self-Driving Robot//IMG1/Image_1702150625014993.jpg,0.0
/home/iot/Self-Driving Robot//IMG1/Image_1702150625959781.jpg,0.0
/home/iot/Self-Driving Robot//IMG1/Image_1702150626908186.jpg,0.0
/home/iot/Self-Driving Robot//IMG1/Image_1702150627850769.jpg,0.0
/home/iot/Self-Driving Robot//IMG1/Image_1702150637332488.jpg,0.0
/home/iot/Self-Driving Robot//IMG1/Image_1702150637356453.jpg,0.0
/home/iot/Self-Driving Robot//IMG1/Image_170215063737895.jpg,0.0
/home/iot/Self-Driving Robot//IMG1/Image_1702150637401599.jpg,0.0
/home/iot/Self-Driving Robot//IMG1/Image_1702150637447202.jpg,0.0
/home/iot/Self-Driving Robot//IMG1/Image_1702150637518816.jpg,0.0
/home/iot/Self-Driving Robot//IMG1/Image_1702150637581236.jpg,0.0
/home/iot/Self-Driving Robot//IMG1/Image_1702150637651774.jpg,0.0
/home/iot/Self-Driving Robot//IMG1/Image_17021506377129.jpg,0.0
/home/iot/Self-Driving Robot//IMG1/Image_1702150637780999.jpg,0.0
/home/iot/Self-Driving Robot//IMG1/Image_1702150637847818.jpg,0.0
/home/iot/Self-Driving Robot//IMG1/Image_1702150637911499.jpg,0.0
/home/iot/Self-Driving Robot//IMG1/Image_1702150637979464.jpg,0.0
/home/iot/Self-Driving Robot//IMG1/Image_1702150638043999.jpg,0.0
/home/iot/Self-Driving Robot//IMG1/Image_1702150638111616.jpg,0.0
/home/iot/Self-Driving Robot//IMG1/Image_1702150638179157.jpg,0.0
/home/iot/Self-Driving Robot//IMG1/Image_1702150638243367.jpg,0.0
/home/iot/Self-Driving Robot//IMG1/Image_1702150638311754.jpg,0.0
/home/iot/Self-Driving Robot//IMG1/Image_170215063837599.jpg,0.0
/home/iot/Self-Driving Robot//IMG1/Image_1702150638444035.jpg,0.0
/home/iot/Self-Driving Robot//IMG1/Image_1702150638511229.jpg,0.0
/home/iot/Self-Driving Robot//IMG1/Image_1702150638575225.jpg,0.0
/home/iot/Self-Driving Robot//IMG1/Image_1702150638644196.jpg,0.0
/home/iot/Self-Driving Robot//IMG1/Image_1702150638707956.jpg,0.0
/home/iot/Self-Driving Robot//IMG1/Image_1702150638775751.jpg,0.0
/home/iot/Self-Driving Robot//IMG1/Image_1702150638843801.jpg,0.0
/home/iot/Self-Driving Robot//IMG1/Image_1702150638907254.jpg,0.0
/home/iot/Self-Driving Robot//IMG1/Image_1702150638975335.jpg,0.0
/home/iot/Self-Driving Robot//IMG1/Image_1702150639039646.jpg,0.0
/home/iot/Self-Driving Robot//IMG1/Image_1702150639107603.jpg,0.0
/home/iot/Self-Driving Robot//IMG1/Image_1702150639175618.jpg,0.0
/home/iot/Self-Driving Robot//IMG1/Image_1702150639239394.jpg,0.0
/home/iot/Self-Driving Robot//IMG1/Image_1702150639307807.jpg,0.0
/home/iot/Self-Driving Robot//IMG1/Image_1702150639371895.jpg,0.0
/home/iot/Self-Driving Robot//IMG1/Image_1702150639439665.jpg,0.0
/home/iot/Self-Driving Robot//IMG1/Image_1702150639507049.jpg,0.0
/home/iot/Self-Driving Robot//IMG1/Image_1702150639571311.jpg,0.0
/home/iot/Self-Driving Robot//IMG1/Image_1702150639640178.jpg,0.0
/home/iot/Self-Driving Robot//IMG1/Image_170215063970444.jpg,0.0
/home/iot/Self-Driving Robot//IMG1/Image_1702150639771743.jpg,0.0
/home/iot/Self-Driving Robot//IMG1/Image_1702150639836266.jpg,0.0
/home/iot/Self-Driving Robot//IMG1/Image_1702150639904258.jpg,0.0
/home/iot/Self-Driving Robot//IMG1/Image_1702150639971334.jpg,0.0
/home/iot/Self-Driving Robot//IMG1/Image_1702150640035466.jpg,0.0
/home/iot/Self-Driving Robot//IMG1/Image_1702150640103998.jpg,0.0
/home/iot/Self-Driving Robot//IMG1/Image_1702150640167401.jpg,0.0
/home/iot/Self-Driving Robot//IMG1/Image_1702150640235434.jpg,0.0
/home/iot/Self-Driving Robot//IMG1/Image_1702150640304313.jpg,0.0
/home/iot/Self-Driving Robot//IMG1/Image_170215064036947.jpg,0.0
/home/iot/Self-Driving Robot//IMG1/Image_1702150640434776.jpg,0.0
/home/iot/Self-Driving Robot//IMG1/Image_1702150640498357.jpg,0.0
/home/iot/Self-Driving Robot//IMG1/Image_1702150640566924.jpg,0.0
/home/iot/Self-Driving Robot//IMG1/Image_170215064063446.jpg,0.0
/home/iot/Self-Driving Robot//IMG1/Image_1702150640698978.jpg,0.34
/home/iot/Self-Driving Robot//IMG1/Image_1702150640766712.jpg,0.63
/home/iot/Self-Driving Robot//IMG1/Image_1702150640830991.jpg,0.51
/home/iot/Self-Driving Robot//IMG1/Image_1702150640898731.jpg,0.24
/home/iot/Self-Driving Robot//IMG1/Image_1702150640966826.jpg,0.0
/home/iot/Self-Driving Robot//IMG1/Image_1702150641030959.jpg,0.0
/home/iot/Self-Driving Robot//IMG1/Image_1702150641098441.jpg,0.0
/home/iot/Self-Driving Robot//IMG1/Image_1702150641163349.jpg,0.0
/home/iot/Self-Driving Robot//IMG1/Image_1702150641230412.jpg,0.0
/home/iot/Self-Driving Robot//IMG1/Image_1702150641298622.jpg,0.0
/home/iot/Self-Driving Robot//IMG1/Image_1702150641362393.jpg,0.0
/home/iot/Self-Driving Robot//IMG1/Image_1702150641430483.jpg,0.0
/home/iot/Self-Driving Robot//IMG1/Image_1702150641494975.jpg,0.41
/home/iot/Self-Driving Robot//IMG1/Image_1702150641562211.jpg,1.0
/home/iot/Self-Driving Robot//IMG1/Image_1702150641630322.jpg,1.0
/home/iot/Self-Driving Robot//IMG1/Image_1702150641694919.jpg,0.26
/home/iot/Self-Driving Robot//IMG1/Image_1702150641762644.jpg,0.0
/home/iot/Self-Driving Robot//IMG1/Image_1702150641826708.jpg,0.0
/home/iot/Self-Driving Robot//IMG1/Image_1702150641895163.jpg,0.0
/home/iot/Self-Driving Robot//IMG1/Image_1702150641962262.jpg,0.0
/home/iot/Self-Driving Robot//IMG1/Image_1702150642027366.jpg,0.0
/home/iot/Self-Driving Robot//IMG1/Image_1702150642094326.jpg,0.0
/home/iot/Self-Driving Robot//IMG1/Image_1702150642158527.jpg,0.0
/home/iot/Self-Driving Robot//IMG1/Image_1702150642227351.jpg,0.0
/home/iot/Self-Driving Robot//IMG1/Image_1702150642291161.jpg,0.63
